age,annual_income,current_savings,investment_horizon_years,number_of_dependents,investment_experience_level,risk_profile
36,4101969,4827528,17,4,Advanced,High
60,786206,1944305,1,2,Advanced,Low
70,4660831,16883535,-5,2,Advanced,Low
32,637403,218744,5,0,Beginner,Low
43,432096,279550,3,3,Intermediate,Moderate
58,611542,1566618,7,0,Beginner,Moderate
48,494415,1043074,15,1,Advanced,High
36,630366,1344946,9,1,Intermediate,High
68,4045040,3119959,-3,2,Advanced,Low
41,4329834,2477505,19,4,Advanced,High
26,4634343,4098216,5,1,Intermediate,High
40,923475,1585163,18,4,Advanced,Moderate
21,1088271,523886,16,1,Intermediate,High
27,4067349,2505080,18,0,Intermediate,High
26,4372568,1358078,18,2,Intermediate,High
36,4239952,1879937,19,4,Intermediate,Moderate
32,1363021,631945,1,1,Beginner,Low
68,4641752,4247971,-3,2,Advanced,Low
51,3776115,10401294,8,0,Advanced,High
59,269590,482906,6,2,Intermediate,Low
36,533392,920321,9,3,Beginner,Low
66,3121505,3371185,-1,0,Intermediate,Low
69,645580,470015,-4,0,Intermediate,Low
38,450432,1025488,15,1,Advanced,High
51,490988,1248331,14,1,Advanced,Moderate
68,1012071,3553187,-3,0,Intermediate,Low
34,402667,549118,14,0,Intermediate,High
35,419991,292066,13,0,Beginner,Moderate
34,300999,114480,11,0,Beginner,Low
19,2808943,2526459,17,0,Beginner,High
68,522754,1797290,-3,1,Advanced,Low
18,626920,384272,17,1,Intermediate,High
60,1101208,2715422,5,0,Advanced,High
27,628603,1000126,6,2,Advanced,High
54,280655,407278,11,0,Beginner,Low
65,935604,3192679,0,0,Beginner,Low
22,274575,324056,12,0,Beginner,Moderate
29,4469793,1836558,12,2,Beginner,High
53,1383184,2474721,9,1,Intermediate,Moderate
48,261204,488678,10,0,Intermediate,Moderate
55,4623176,4381705,10,0,Intermediate,Moderate
68,291996,606835,-3,0,Beginner,Low
26,610922,518612,2,1,Intermediate,Moderate
61,1263156,1840558,4,0,Intermediate,Low
43,1066411,665395,2,0,Advanced,Moderate
32,1048551,920257,19,1,Advanced,High
33,201081,269213,19,3,Beginner,Low
30,1480684,1269251,8,2,Beginner,Moderate
42,1349314,1232850,19,2,Advanced,High
47,586976,549527,4,0,Intermediate,Moderate
70,819306,1741634,-5,2,Beginner,Low
24,3612865,5064216,6,0,Beginner,High
69,1272068,3645436,-4,0,Advanced,Low
21,1323002,424493,6,0,Intermediate,Moderate
60,1303557,1321888,5,0,Beginner,Low
57,3503145,7941290,2,1,Advanced,Moderate
55,212639,262076,6,0,Advanced,Low
47,1494579,3627347,8,0,Intermediate,High
27,703385,255792,13,0,Intermediate,Moderate
47,272328,279190,13,0,Intermediate,Moderate
56,1341991,3136647,6,2,Beginner,Low
24,690518,709835,14,0,Beginner,Moderate
53,2246733,5438977,10,2,Advanced,High
52,618271,1714935,13,2,Intermediate,Moderate
41,262668,629441,17,4,Beginner,Low
56,463584,520377,9,1,Intermediate,Low
53,924482,1124428,12,2,Intermediate,Moderate
62,721620,1329635,3,0,Intermediate,Low
37,305598,329506,10,2,Beginner,Low
66,1278309,2334606,-1,0,Intermediate,Low
49,3448963,2215506,5,3,Advanced,High
56,390417,1161778,6,1,Intermediate,Moderate
66,641992,1829258,-1,0,Intermediate,Low
43,1060553,2251259,5,0,Advanced,High
43,1033375,2665571,8,1,Beginner,Moderate
53,998581,1824443,12,0,Advanced,Moderate
60,1038743,1037963,5,1,Beginner,Low
52,1760038,4727310,10,1,Intermediate,High
60,573204,1620864,5,0,Beginner,Low
52,875519,2203931,4,1,Advanced,Moderate
29,1187264,621548,2,1,Beginner,Moderate
50,343594,820019,2,2,Advanced,Low
53,895142,1879988,4,2,Beginner,Low
31,489999,190326,19,1,Intermediate,High
50,976896,1201919,15,1,Beginner,Low
63,1154286,1528218,2,0,Intermediate,Low
62,846802,1289276,3,1,Beginner,Low
62,2429125,3010523,3,0,Beginner,Low
41,279625,342710,20,2,Advanced,Moderate
32,2553196,1703535,12,2,Intermediate,High
48,1727159,2470961,8,1,Intermediate,High
34,231120,85098,11,3,Beginner,Low
29,4485183,6086856,9,3,Intermediate,High
39,851882,908749,17,0,Intermediate,High
40,3384162,3299811,3,2,Advanced,High
43,3237497,7370649,1,0,Intermediate,Moderate
31,3719667,5469657,14,0,Advanced,High
29,1183147,1823812,20,1,Beginner,High
67,930106,3342996,-2,1,Beginner,Low
21,720087,702909,7,2,Advanced,High
63,759671,616344,2,1,Intermediate,Low
68,343729,345512,-3,0,Intermediate,Low
30,1104098,452674,14,0,Beginner,Moderate
35,3649863,2861112,7,2,Intermediate,High
60,4763244,15202123,5,2,Advanced,High
45,2568271,1376971,10,0,Intermediate,High
55,243717,171965,10,0,Intermediate,Low
58,1083892,998340,7,0,Advanced,Moderate
61,659937,1566669,3,1,Beginner,Low
36,266247,248801,10,2,Beginner,Low
63,1098721,3948323,2,1,Intermediate,Low
64,1432024,1536589,1,0,Advanced,Low
60,2184419,6583277,5,0,Advanced,High
55,2768743,6432767,10,1,Intermediate,High
63,3049990,8196749,2,1,Advanced,Low
20,1458149,804572,4,0,Beginner,Moderate
36,494245,181955,2,2,Intermediate,Low
37,2662532,2790493,6,0,Advanced,High
42,308546,519251,16,2,Intermediate,Moderate
28,1066654,1399760,7,1,Advanced,High
34,352551,451313,20,0,Intermediate,Moderate
66,3658793,14260329,-1,1,Intermediate,Low
52,413902,846443,13,3,Advanced,High
31,213506,93675,4,2,Beginner,Low
56,667027,1970402,9,0,Intermediate,Moderate
36,253619,389314,9,0,Intermediate,Moderate
20,3777622,2708911,10,1,Beginner,High
51,1479525,3694016,14,3,Advanced,High
66,3084171,9061146,-1,0,Intermediate,Low
58,734456,2446915,6,2,Intermediate,Low
39,1149040,1488189,4,0,Intermediate,Moderate
55,3688932,9238993,10,1,Intermediate,Moderate
44,1280179,1856390,5,2,Advanced,Moderate
38,1238846,1125243,3,2,Beginner,Moderate
58,475136,715806,7,2,Advanced,Moderate
48,489935,931292,13,2,Intermediate,Moderate
44,1337302,1119360,4,1,Beginner,Moderate
54,558183,1063090,11,1,Advanced,Moderate
19,603065,511838,11,0,Beginner,Moderate
64,1199597,2827009,1,2,Advanced,Low
26,1447091,1434471,14,0,Advanced,High
36,503148,373607,10,0,Advanced,High
59,1784788,4515656,6,0,Intermediate,High
53,494526,1045013,12,0,Intermediate,Moderate
27,827336,819183,15,2,Intermediate,High
57,2144196,5475962,6,0,Intermediate,Moderate
62,281280,785633,2,1,Intermediate,Low
56,4902470,12244630,1,0,Intermediate,Moderate
24,1193202,487671,8,0,Beginner,Moderate
21,4922493,4077999,20,0,Beginner,High
32,1362475,1959305,9,0,Beginner,Moderate
29,569958,668064,7,0,Intermediate,Moderate
65,3442286,4395620,0,0,Intermediate,Low
23,913866,235246,4,0,Beginner,Low
26,495413,520703,9,1,Beginner,Moderate
52,1563229,1708923,7,1,Intermediate,High
25,3753124,4820968,14,0,Advanced,High
24,1460836,1990336,14,0,Beginner,High
21,538345,587039,18,2,Beginner,Moderate
30,770517,428215,8,0,Beginner,Low
36,1948146,3571411,9,4,Advanced,High
24,530592,241005,1,0,Intermediate,Moderate
27,648051,435825,8,0,Advanced,High
42,1495775,3229789,11,3,Intermediate,Moderate
61,386959,407485,4,0,Advanced,Low
52,1434833,1446828,5,3,Intermediate,Moderate
42,524510,1151144,3,2,Advanced,Moderate
46,1227634,3352016,19,3,Advanced,High
29,785181,951632,10,2,Intermediate,Moderate
68,234260,651011,-3,0,Intermediate,Low
64,3794832,8993128,1,2,Advanced,Low
57,770766,976566,4,1,Beginner,Low
29,1345841,464045,12,0,Advanced,High
69,660382,1481600,-4,1,Intermediate,Low
23,409541,493087,19,0,Beginner,High
27,368819,542001,13,0,Advanced,High
19,569945,382038,12,0,Beginner,High
62,1408653,4976749,3,0,Beginner,Low
42,4021048,6450088,2,1,Advanced,Moderate
24,1279785,1473493,11,0,Intermediate,High
57,3972862,7268165,8,1,Intermediate,High
40,1207319,681259,5,3,Beginner,Low
65,598778,2019558,0,0,Intermediate,Low
28,1262460,2020396,5,1,Advanced,High
53,578232,1415159,8,2,Intermediate,Moderate
66,374890,753391,-1,2,Beginner,Low
65,1498312,5163389,0,0,Advanced,Moderate
68,1153018,3257749,-3,2,Intermediate,Low
40,1414436,573645,2,2,Intermediate,Low
60,236369,805051,2,1,Intermediate,Low
24,1149494,914446,14,0,Beginner,Moderate
44,597118,491774,2,3,Intermediate,Low
30,659905,379124,4,1,Intermediate,Moderate
68,1452344,2672504,-3,0,Beginner,Low
34,258360,106505,5,0,Beginner,Low
49,1496507,1853420,1,0,Beginner,Low
43,315575,197544,10,1,Advanced,Moderate
39,1314279,1030101,2,0,Intermediate,Moderate
30,211084,69039,18,0,Beginner,Moderate
29,2503782,3198486,6,1,Beginner,Moderate
24,441278,410702,12,0,Advanced,High
18,2295389,603574,19,0,Beginner,High
50,1284671,3132638,15,0,Intermediate,High
69,1208096,3701340,-4,0,Intermediate,Low
31,1491793,819470,4,0,Intermediate,Moderate
64,1125890,869767,1,2,Intermediate,Low
60,507247,509844,5,1,Intermediate,Moderate
58,229809,211200,5,0,Intermediate,Low
34,638693,879856,10,0,Intermediate,Moderate
21,432658,114133,14,0,Intermediate,High
69,1486816,2620927,-4,0,Intermediate,Low
68,2440770,4639055,-3,0,Intermediate,Low
56,601541,481210,9,0,Intermediate,Low
18,336366,164464,4,2,Beginner,Low
58,495633,1101325,7,0,Beginner,Low
62,520908,843239,3,0,Intermediate,Low
41,1302961,3020128,2,0,Beginner,Low
51,672831,833747,14,1,Intermediate,Moderate
51,1293746,2807364,14,2,Beginner,Low
41,232661,352331,3,2,Intermediate,Low
32,594865,547437,8,3,Intermediate,Moderate
34,2796684,5557295,20,2,Beginner,High
30,477395,758283,5,1,Beginner,Moderate
24,1036065,498141,5,0,Beginner,Moderate
26,296258,451559,3,1,Beginner,Moderate
61,444342,296918,4,0,Advanced,Low
52,1555725,852775,5,3,Intermediate,Moderate
40,402062,237561,18,2,Beginner,Moderate
64,635135,1129340,1,1,Beginner,Low
56,1111022,1757496,1,2,Intermediate,Low
40,1011561,517542,11,3,Advanced,Moderate
43,4631543,9390580,3,0,Advanced,High
18,586401,274894,11,0,Intermediate,Moderate
31,460440,819311,11,0,Beginner,Moderate
49,274075,804596,16,1,Intermediate,Moderate
68,1071207,3242172,-3,2,Advanced,Low
65,601464,616307,0,0,Advanced,Low
27,4188236,4055011,1,0,Advanced,High
18,216465,191848,8,2,Intermediate,Moderate
22,1326811,1632068,12,0,Advanced,High
20,305871,191671,9,0,Beginner,Moderate
66,300012,198234,-1,0,Advanced,Low
67,680711,1383821,-2,1,Beginner,Low
70,3900173,10547251,-5,0,Beginner,Low
44,346396,237010,3,2,Beginner,Low
68,235962,678804,-3,1,Beginner,Low
39,888908,1322058,7,1,Advanced,Moderate
35,1429899,1696060,6,2,Intermediate,Moderate
33,1622307,1987130,17,2,Beginner,Moderate
19,467621,102099,8,0,Beginner,Moderate
64,1050905,3204449,1,0,Intermediate,Low
30,1137880,1534034,11,0,Advanced,High
62,952480,1183394,3,2,Beginner,Low
33,392616,179216,14,2,Intermediate,Moderate
25,503719,373156,2,2,Beginner,Low
60,3191124,9166336,5,1,Intermediate,High
25,938660,698540,14,2,Intermediate,High
27,310301,386496,14,1,Beginner,Moderate
50,1005450,2454376,2,2,Intermediate,Moderate
48,1118147,659911,17,0,Advanced,High
29,937033,808953,13,1,Beginner,High
26,1410888,2179523,12,2,Intermediate,High
54,1496350,914269,11,3,Intermediate,Moderate
26,281647,400905,9,1,Intermediate,High
65,3754926,3867407,0,1,Beginner,Low
35,785536,1114210,12,1,Intermediate,Moderate
47,3393678,9169427,9,2,Advanced,High
49,953963,1907047,16,2,Intermediate,Moderate
57,820872,912712,8,0,Advanced,Moderate
40,336831,274489,17,0,Intermediate,High
28,711006,229099,9,0,Beginner,Moderate
37,671540,690496,6,3,Intermediate,Moderate
36,380050,536852,12,4,Beginner,Low
53,1333734,3570868,8,0,Intermediate,High
69,473160,1277712,-4,2,Advanced,Low
43,3583662,8568302,19,2,Intermediate,High
27,2971766,3576275,14,3,Intermediate,High
41,1021696,1576972,5,2,Beginner,Low
30,208598,127050,19,0,Intermediate,High
69,1446126,4914909,-4,1,Beginner,Low
63,879776,1393860,2,0,Advanced,Low
70,4700595,8569579,-5,1,Advanced,Moderate
51,486500,379643,12,0,Intermediate,Moderate
46,1105548,637919,7,2,Intermediate,Moderate
53,378085,656536,5,0,Advanced,Low
24,890671,344924,13,0,Beginner,Moderate
68,3734069,6837896,-3,0,Intermediate,Low
47,4895791,11939938,2,3,Beginner,Low
34,1323893,1191648,2,0,Beginner,Low
65,952016,2538758,0,0,Beginner,Low
30,3187611,5025034,18,0,Beginner,High
41,1021610,731248,14,2,Intermediate,Moderate
48,303817,836033,2,0,Intermediate,Moderate
44,4465508,7468359,10,0,Intermediate,Moderate
67,1223550,3835103,-2,1,Intermediate,Low
38,1137780,2287554,2,1,Beginner,Moderate
61,373320,1114771,4,1,Advanced,Moderate
18,295600,117366,15,0,Beginner,Moderate
32,1175823,848625,4,1,Advanced,High
20,813089,307686,8,0,Beginner,Low
23,607924,276311,14,0,Beginner,Moderate
31,659974,1027614,20,1,Advanced,High
55,1224609,2560752,8,1,Advanced,Moderate
50,939793,772225,2,1,Intermediate,Low
69,785766,1379872,-4,2,Advanced,Low
55,2332534,1778936,10,0,Advanced,High
25,397787,511045,20,1,Advanced,High
43,4669062,8185199,20,4,Beginner,Moderate
32,841916,490901,5,1,Beginner,Low
31,1189908,1912939,13,0,Intermediate,High
65,530235,1890386,0,2,Advanced,Low
37,3210393,5377819,6,0,Advanced,High
65,1594614,3615430,0,1,Intermediate,Moderate
36,4286595,7502601,1,3,Advanced,Moderate
50,1391430,2029002,8,3,Intermediate,Low
53,212416,364367,12,0,Intermediate,Moderate
41,704581,909239,6,2,Intermediate,Moderate
27,678327,1076039,7,1,Advanced,High
69,288472,527827,-4,0,Intermediate,Low
67,1046403,2441669,-2,0,Intermediate,Low
51,630008,1745074,1,2,Beginner,Low
53,752127,568951,12,1,Intermediate,Moderate
64,362900,568660,1,1,Intermediate,Low
53,453228,1142291,1,3,Intermediate,Low
33,1418625,2196491,8,0,Advanced,High
32,4404538,5334321,5,1,Beginner,Moderate
35,1688690,2643828,18,2,Intermediate,High
24,586770,340518,2,1,Beginner,Moderate
64,840321,2280626,1,1,Intermediate,Low
39,927184,447459,5,1,Advanced,High
49,667064,1937633,16,1,Intermediate,High
60,574419,1448040,5,1,Intermediate,Moderate
36,1091324,745183,20,1,Beginner,High
57,406523,1067450,8,0,Beginner,Low
18,613677,463559,13,0,Intermediate,High
52,603093,1825638,13,3,Advanced,Moderate
22,1213992,652924,2,0,Intermediate,Moderate
67,1034051,888019,-2,2,Intermediate,Low
29,3276504,1821048,20,1,Intermediate,High
29,460092,412800,10,2,Intermediate,High
38,731347,607962,20,0,Intermediate,High
36,4994211,8479639,19,2,Intermediate,High
26,672692,216460,19,1,Beginner,High
60,841091,829210,5,2,Advanced,Moderate
66,477539,801548,-1,1,Intermediate,Low
65,1064326,2629809,0,2,Intermediate,Low
53,238629,311013,5,3,Intermediate,Low
59,1297363,2915207,6,0,Intermediate,High
64,1473389,2411541,1,2,Beginner,Low
68,1025768,3348104,-3,0,Advanced,Low
49,827804,1909630,10,2,Advanced,Moderate
52,696144,1792160,13,2,Intermediate,Moderate
48,784705,2178349,1,0,Advanced,Moderate
70,324491,1165064,-5,0,Beginner,Low
49,769170,1939021,13,2,Beginner,Moderate
54,473792,743312,4,1,Intermediate,Moderate
49,209176,261958,7,0,Intermediate,Low
60,968198,1225187,5,1,Beginner,Low
54,936729,1627945,11,0,Beginner,Low
56,551199,889464,9,2,Intermediate,Low
55,309112,358145,1,0,Advanced,Low
47,432962,205319,13,2,Beginner,Low
49,604211,970509,12,3,Beginner,Low
62,1425254,5216118,1,2,Advanced,Low
19,1172996,1036300,14,0,Intermediate,High
68,4277711,16574480,-3,0,Advanced,Moderate
28,3492728,3424427,9,1,Intermediate,High
37,4354343,9558832,11,1,Advanced,High
54,1795362,1935000,11,1,Advanced,High
26,3986725,3900840,2,2,Intermediate,Moderate
55,259522,328629,6,2,Advanced,Low
66,430593,609180,-1,1,Advanced,Low
36,4950030,10118653,3,0,Intermediate,High
57,762460,1687837,8,0,Intermediate,Moderate
24,830551,282580,6,0,Beginner,Low
22,284524,177625,12,1,Beginner,Moderate
64,970987,3225375,1,1,Advanced,Low
59,1039684,900839,6,2,Intermediate,Moderate
41,264022,120098,8,2,Intermediate,Low
65,625046,2124330,0,2,Intermediate,Low
58,2695677,6890903,4,0,Intermediate,Moderate
24,943824,305935,19,1,Advanced,High
28,944568,507440,11,0,Intermediate,High
26,465992,164112,6,2,Intermediate,Moderate
66,379497,337465,-1,1,Intermediate,Low
47,697073,1802080,5,0,Beginner,Moderate
58,4763230,13172717,7,2,Advanced,High
20,3952302,2817782,9,1,Intermediate,High
39,791572,801091,7,3,Intermediate,Moderate
57,1441593,3333511,8,0,Beginner,Moderate
68,1492420,2463897,-3,0,Beginner,Low
37,278968,176606,7,2,Intermediate,Low
49,352208,592620,16,3,Beginner,Moderate
65,662040,2249049,0,1,Intermediate,Low
24,1034209,1098052,4,0,Intermediate,High
24,4256944,5031036,20,2,Intermediate,High
37,1413613,990651,6,2,Intermediate,Moderate
42,3408379,8314020,17,3,Advanced,High
62,330406,282097,3,0,Intermediate,Low
52,429916,794067,7,2,Intermediate,Moderate
61,1904295,3323019,4,1,Intermediate,Low
41,1351759,2195431,1,0,Advanced,Moderate
57,408277,1327410,1,0,Beginner,Low
30,1484188,691450,19,2,Intermediate,High
69,2903409,3326338,-4,0,Intermediate,Low
65,1188187,2065313,0,0,Advanced,Low
56,905937,2133903,7,0,Intermediate,Moderate
21,732889,266523,12,0,Intermediate,Moderate
29,1279255,613127,13,0,Intermediate,High
34,3853587,6496698,13,3,Advanced,High
18,1302375,1166079,12,0,Beginner,High
34,592045,886242,2,1,Beginner,Low
19,1494068,866530,9,0,Intermediate,High
23,1436095,1277758,5,0,Intermediate,High
61,557936,1386924,2,0,Beginner,Low
28,320602,394579,5,3,Advanced,Moderate
70,387382,587932,-5,2,Intermediate,Low
60,218718,469560,5,2,Intermediate,Moderate
35,1215782,2549337,10,2,Intermediate,High
57,1091440,1169367,2,1,Beginner,Low
42,1236268,720471,19,0,Intermediate,High
56,1212737,914037,9,2,Beginner,Low
45,844727,1647928,12,0,Advanced,Moderate
63,384424,1228732,2,0,Beginner,Low
33,694580,501188,10,3,Intermediate,Moderate
29,676066,229610,11,0,Intermediate,High
58,3110152,8249961,7,2,Intermediate,Moderate
69,1100227,3595941,-4,2,Intermediate,Low
46,886898,945776,10,3,Advanced,Moderate
40,655424,281806,5,4,Intermediate,Low
38,1195412,2270210,10,2,Advanced,High
33,3870843,3583115,10,0,Beginner,High
70,888648,2238625,-5,2,Intermediate,Low
68,600729,2246684,-3,2,Intermediate,Low
65,1172237,1545311,0,1,Intermediate,Low
58,1746821,1673165,7,1,Intermediate,Moderate
62,2281985,5532180,3,0,Intermediate,Moderate
43,2367483,4408373,7,4,Intermediate,Moderate
54,305410,489420,11,0,Intermediate,Moderate
39,1155000,522273,11,1,Intermediate,Moderate
68,671257,660111,-3,0,Advanced,Low
27,1180742,745314,11,2,Beginner,High
24,393918,198689,7,0,Beginner,Moderate
26,2720659,1821262,13,0,Intermediate,High
42,1143769,1774340,7,1,Beginner,Low
63,1386129,1117163,2,0,Beginner,Low
32,1089564,743428,14,1,Beginner,High
30,740508,1110842,19,2,Beginner,Moderate
59,1101988,1197535,6,0,Intermediate,Moderate
63,1008296,1585713,2,0,Intermediate,Low
43,1446513,2043429,16,0,Advanced,High
38,437350,301059,18,1,Intermediate,High
40,631696,1211367,13,1,Beginner,Moderate
61,248290,172681,4,1,Intermediate,Low
45,412963,583974,13,1,Advanced,High
68,1315687,3340490,-3,1,Advanced,Low
55,238242,212483,9,0,Beginner,Low
29,3479032,4478210,7,0,Intermediate,High
41,1007357,613916,17,0,Beginner,Moderate
30,926599,1051048,20,0,Intermediate,High
57,232835,727978,6,0,Advanced,Moderate
65,551858,654654,0,0,Intermediate,Low
19,1286895,942541,7,1,Intermediate,High
56,4723114,13546918,3,0,Beginner,Moderate
29,267063,160809,1,2,Beginner,Low
56,1115208,683421,9,1,Intermediate,Moderate
68,207710,156348,-3,2,Intermediate,Low
31,759923,524145,4,0,Beginner,Low
47,1310147,2820363,13,2,Intermediate,Moderate
58,314778,492192,7,0,Beginner,Low
67,777523,1769502,-2,1,Intermediate,Low
60,3397871,2627777,5,0,Advanced,High
65,1189921,4182354,0,2,Intermediate,Low
36,444138,487615,6,4,Beginner,Low
48,239660,568330,1,3,Advanced,Low
60,4756394,3089651,5,1,Beginner,Low
67,759475,2289276,-2,0,Advanced,Low
60,1432845,3015074,1,2,Intermediate,Moderate
42,393490,380136,10,0,Intermediate,Low
21,1860343,1788924,14,0,Beginner,High
67,733759,1697190,-2,2,Advanced,Low
68,372327,1014309,-3,0,Advanced,Low
30,599214,840377,8,0,Advanced,High
53,4600491,3528687,11,2,Intermediate,Moderate
59,1482208,3888988,6,2,Intermediate,Moderate
54,381932,646965,11,0,Beginner,Low
20,1211784,1369806,5,0,Beginner,Moderate
33,1067275,1899360,8,1,Advanced,High
43,626614,1283402,15,0,Intermediate,High
57,256735,682762,5,1,Advanced,Moderate
56,856820,2602601,2,0,Advanced,Moderate
36,325247,582986,3,4,Intermediate,Low
63,477941,1750049,2,2,Beginner,Low
32,488308,830708,5,2,Advanced,High
49,380206,493216,16,2,Advanced,Moderate
66,351601,1041835,-1,1,Advanced,Low
38,2119809,4293113,4,0,Intermediate,High
18,1643294,1494000,14,0,Beginner,High
23,434137,410725,6,0,Beginner,Moderate
44,913210,1413623,19,4,Advanced,High
40,1029059,583302,15,0,Intermediate,High
64,560336,933212,1,0,Intermediate,Low
48,467074,902610,17,0,Intermediate,High
29,1300891,1467496,1,2,Intermediate,Moderate
38,761913,1374656,1,1,Beginner,Low
69,601406,2232756,-4,0,Beginner,Low
19,721782,522371,7,0,Beginner,Moderate
22,507232,470222,10,0,Beginner,Moderate
26,999448,813148,8,1,Intermediate,High
37,285563,136651,9,2,Beginner,Low
63,1465686,2433390,2,2,Advanced,Low
35,1038036,1343378,4,1,Beginner,Moderate
39,932052,1259495,18,4,Beginner,Low
25,1479434,1411372,5,0,Beginner,High
51,253433,533423,14,1,Beginner,Low
26,1139595,398569,14,2,Advanced,High
24,4121541,1050149,16,0,Beginner,High
47,4792678,4819680,12,3,Advanced,High
35,1350600,1744525,5,1,Advanced,High
44,315763,375274,20,3,Intermediate,Moderate
33,2411399,3109887,18,1,Advanced,High
38,687904,1095299,2,1,Beginner,Low
22,266967,110059,17,0,Beginner,Moderate
46,1257076,2275675,14,0,Intermediate,High
64,315699,1208109,1,0,Advanced,Low
54,997690,3131350,11,2,Intermediate,Moderate
60,1221289,2027038,5,2,Advanced,Moderate
39,3827327,3012401,12,1,Intermediate,High
31,1313841,2252764,2,0,Intermediate,Moderate
36,652481,1117790,7,1,Beginner,Moderate
52,1114909,1266078,13,3,Advanced,High
41,1402972,1528744,18,3,Beginner,Moderate
59,2805933,5222504,6,0,Beginner,Low
23,276592,187924,3,0,Beginner,Low
20,661942,539417,3,0,Beginner,Moderate
51,1445800,3404834,11,0,Advanced,High
62,603417,2056852,3,2,Intermediate,Low
67,1312806,1654590,-2,2,Beginner,Low
19,305791,164323,10,0,Beginner,Moderate
32,818200,1243371,18,0,Intermediate,High
54,741785,1794775,11,0,Advanced,High
32,277511,487776,10,2,Beginner,Low
49,405621,903670,4,1,Advanced,High
38,550198,329665,15,1,Beginner,Moderate
34,930768,1455429,16,1,Beginner,Moderate
51,1271008,744769,6,2,Intermediate,Moderate
49,2363284,4411046,15,3,Intermediate,High
67,561647,1636620,-2,2,Beginner,Low
64,1422534,4666677,1,1,Advanced,Low
69,697430,1926386,-4,0,Intermediate,Low
40,1354935,2263147,3,2,Advanced,Moderate
52,1231703,1127568,13,1,Intermediate,High
54,954455,676172,11,1,Intermediate,Moderate
60,533910,483605,5,2,Beginner,Low
58,4662189,5812539,7,1,Beginner,Low
54,398550,696200,11,0,Intermediate,Low
50,1057915,1567974,11,2,Advanced,Moderate
42,481711,507279,12,2,Beginner,Moderate
63,819798,2810370,2,0,Intermediate,Low
54,669111,520264,11,0,Beginner,Moderate
57,411472,403588,8,0,Intermediate,Moderate
38,328161,395922,20,0,Intermediate,High
63,249156,258675,2,1,Advanced,Low
65,726113,839110,0,0,Intermediate,Low
55,791709,2540982,2,2,Intermediate,Low
57,2682251,5307026,8,2,Intermediate,Moderate
51,374735,291446,5,2,Advanced,Low
36,582627,264255,16,2,Beginner,Moderate
44,394093,810629,15,0,Advanced,Moderate
26,565362,429653,18,0,Advanced,High
22,1091626,581785,9,0,Beginner,Moderate
22,2053295,2005310,6,0,Beginner,Moderate
42,537172,1013787,7,2,Beginner,Low
43,614832,740861,15,3,Advanced,High
36,1107363,2293627,1,4,Advanced,Moderate
47,2696347,3801349,1,1,Intermediate,Moderate
53,994413,1527396,4,0,Intermediate,Low
65,4291103,13636528,0,2,Beginner,Low
65,604910,1997235,0,2,Intermediate,Low
33,764097,614285,15,1,Intermediate,Moderate
24,525067,560190,18,0,Intermediate,High
35,3409187,5007004,13,1,Intermediate,High
38,832483,369590,20,1,Beginner,Moderate
48,1047984,994527,2,2,Advanced,Moderate
18,962621,260385,4,0,Beginner,Moderate
20,507480,550756,15,0,Beginner,Moderate
48,502615,1394102,17,3,Advanced,High
42,385246,829229,17,2,Advanced,Moderate
70,2465646,4410667,-5,2,Intermediate,Low
25,610857,809487,18,2,Intermediate,High
18,1025317,238237,6,1,Intermediate,Moderate
24,1133292,1203935,13,0,Beginner,Moderate
24,1144910,445281,16,0,Beginner,High
25,547190,145394,14,1,Beginner,Moderate
36,386967,261501,6,2,Advanced,Moderate
34,4021550,7953825,15,0,Beginner,Moderate
28,250878,335149,10,1,Beginner,Low
64,1287598,2958599,1,1,Beginner,Low
58,1000638,3299274,3,0,Intermediate,High
66,1224934,2490671,-1,1,Intermediate,Low
28,4423033,1487889,15,0,Intermediate,High
55,301593,659023,10,0,Intermediate,Low
58,1199943,3578529,7,0,Advanced,High
67,710923,1157564,-2,1,Beginner,Low
69,1890734,3374403,-4,0,Advanced,Low
19,2492565,2063788,10,1,Beginner,High
21,252371,266180,8,0,Beginner,Moderate
67,1007630,2140332,-2,0,Beginner,Low
45,4536592,2949444,6,0,Beginner,Moderate
50,229743,543681,7,0,Advanced,Moderate
28,927035,813136,19,1,Beginner,High
20,787015,873717,14,0,Beginner,Moderate
57,1012881,1308112,8,1,Beginner,Low
22,1170849,854267,1,0,Beginner,Moderate
69,1367653,4284906,-4,2,Advanced,Low
38,621177,525418,20,0,Advanced,High
39,1111361,925080,8,2,Intermediate,Moderate
54,3914579,9814972,11,1,Intermediate,High
28,721363,383702,1,1,Beginner,Low
61,575039,559754,4,0,Advanced,Moderate
39,672854,602172,17,2,Intermediate,High
58,2620688,7754490,7,0,Beginner,Moderate
70,295403,1099903,-5,1,Advanced,Low
30,661019,301809,2,1,Intermediate,Low
69,1229987,1314122,-4,0,Intermediate,Low
20,3289461,3411667,14,0,Beginner,High
30,2994937,5147974,17,0,Intermediate,High
45,779499,1192989,15,2,Beginner,Moderate
28,377146,553917,8,0,Intermediate,Moderate
28,560496,854807,9,0,Beginner,Moderate
38,342080,364455,13,3,Intermediate,Moderate
69,1057881,2571590,-4,1,Advanced,Low
38,571469,837302,1,3,Intermediate,Moderate
24,1222102,1429629,5,0,Intermediate,High
34,216743,242900,18,0,Beginner,Moderate
