age,annual_income,current_savings,target_goal_amount,investment_horizon_years,number_of_dependents,investment_experience_level,goal_success
20,793451,310962,1735624,15,0,Beginner,Moderate
36,1159008,2350568,3546352,6,4,Intermediate,Moderate
36,380510,299603,1490094,1,1,Intermediate,Unlikely
40,432061,412314,1098997,6,1,Intermediate,Moderate
62,685189,860016,1469981,3,0,Intermediate,Moderate
63,1423169,6904707,54527453,2,0,Advanced,Unlikely
41,1359200,4207296,12770535,10,3,Advanced,Moderate
26,4229034,8415895,28835070,17,2,Intermediate,Likely
48,570059,326462,1637605,11,0,Beginner,Moderate
67,2018490,7535721,23282950,-2,0,Intermediate,Unlikely
34,587565,1484661,2600998,16,1,Advanced,Likely
30,776856,212432,411192,6,1,Beginner,Likely
40,910287,930734,4754790,16,2,Intermediate,Moderate
47,1287694,1934778,12615166,14,0,Intermediate,Moderate
65,810965,769485,4049488,0,0,Intermediate,Unlikely
44,626868,1553834,9664659,10,2,Beginner,Unlikely
20,1294139,728926,3574450,20,0,Beginner,Likely
43,367658,1235718,3888619,10,1,Intermediate,Moderate
35,701875,1946665,6532181,6,3,Intermediate,Unlikely
65,1374662,3805719,28856361,0,0,Advanced,Unlikely
49,775020,812416,5220530,16,2,Intermediate,Moderate
34,378489,551297,2442134,8,2,Intermediate,Unlikely
25,386899,257784,1913559,18,3,Intermediate,Moderate
47,678449,1005906,2937134,12,2,Advanced,Likely
56,280291,311232,551636,9,0,Intermediate,Moderate
36,544220,1489198,3753978,10,0,Intermediate,Moderate
38,549393,1208501,8456098,15,0,Intermediate,Moderate
62,1385300,3185295,7274571,3,2,Intermediate,Unlikely
67,1438190,589914,2960670,-2,2,Intermediate,Unlikely
43,4110265,9716042,68505735,2,0,Advanced,Unlikely
26,1229139,488729,2232222,14,0,Advanced,Likely
33,1707175,2413219,14810985,15,0,Advanced,Likely
19,1294361,1332643,2607709,8,0,Beginner,Likely
65,542657,1848667,12557675,0,0,Intermediate,Unlikely
40,268447,511803,2698876,5,2,Intermediate,Unlikely
24,1982614,464218,2742635,8,0,Beginner,Moderate
21,2639107,3735880,24041479,18,0,Beginner,Moderate
51,3538919,10496173,42577463,6,0,Advanced,Unlikely
42,1672125,3485555,10813360,17,2,Intermediate,Likely
20,472490,212179,1630289,15,0,Beginner,Moderate
53,891285,1941634,8940348,7,0,Advanced,Unlikely
42,455630,654653,2627564,4,0,Advanced,Unlikely
22,1362174,1716904,6935901,5,0,Beginner,Unlikely
22,392343,686114,5470112,4,0,Beginner,Unlikely
47,1497538,2847484,22318937,4,0,Intermediate,Unlikely
28,1378140,2986968,15068068,4,1,Intermediate,Unlikely
56,516985,1015231,2954603,6,0,Intermediate,Unlikely
20,484883,382163,2309897,15,2,Beginner,Moderate
32,1163079,443907,1947848,12,1,Beginner,Likely
44,1054630,1491722,8722103,11,4,Intermediate,Unlikely
20,356446,457277,1462101,6,0,Beginner,Unlikely
52,738725,1373391,9329963,13,2,Intermediate,Unlikely
64,295284,413128,2301058,1,1,Intermediate,Unlikely
21,480266,194787,1094621,18,0,Advanced,Likely
37,1465450,745478,2252635,14,2,Advanced,Likely
32,819336,2049639,4805970,7,1,Intermediate,Moderate
22,1017509,1084600,1925841,5,0,Intermediate,Likely
43,1126346,1079797,2473466,15,3,Intermediate,Likely
19,432980,503014,3067976,6,0,Beginner,Unlikely
58,2569055,2960449,13837524,4,0,Intermediate,Unlikely
26,3576363,3145279,6075727,15,0,Intermediate,Likely
65,304803,904892,2730670,0,2,Beginner,Unlikely
24,547182,708544,3340385,4,0,Beginner,Unlikely
19,415344,504714,3882356,1,0,Beginner,Unlikely
38,1086506,3223495,23907522,12,1,Intermediate,Unlikely
69,404765,1937270,6148173,-4,1,Beginner,Unlikely
23,418126,249654,434912,17,0,Advanced,Likely
65,894715,1056502,3919777,0,0,Intermediate,Unlikely
35,1331230,2237956,11896079,20,0,Beginner,Likely
34,340175,514549,2538589,12,2,Intermediate,Moderate
65,595002,876225,2265790,0,0,Beginner,Unlikely
31,1304391,424365,2448580,10,0,Advanced,Likely
45,703556,1072473,8462504,11,1,Beginner,Unlikely
39,1122948,2892970,11553652,8,4,Intermediate,Unlikely
33,254026,243684,961988,20,1,Intermediate,Moderate
22,597830,530116,2188820,14,0,Intermediate,Likely
63,370371,1635616,11467397,2,0,Intermediate,Unlikely
20,1117619,1623163,3449522,20,0,Beginner,Likely
32,564748,386398,2352882,20,1,Intermediate,Moderate
51,377362,1137776,4373298,14,1,Intermediate,Likely
21,858608,176827,1241938,19,0,Beginner,Moderate
59,3356781,10396356,64305781,6,1,Intermediate,Unlikely
62,1465857,4753864,23119597,3,2,Intermediate,Unlikely
47,207094,272754,1487109,18,1,Intermediate,Moderate
34,967577,1784068,12691168,3,1,Beginner,Unlikely
70,765040,704126,2481652,-5,0,Beginner,Unlikely
21,1415929,954581,4349504,10,0,Beginner,Likely
66,1105139,4300192,23385108,-1,0,Advanced,Unlikely
63,1405680,4858572,11952342,2,1,Intermediate,Unlikely
21,558236,912890,6747728,9,1,Beginner,Unlikely
70,489199,1139775,8964574,-5,0,Advanced,Unlikely
38,586423,178780,571579,19,0,Beginner,Likely
56,2206727,1937532,12158586,9,0,Intermediate,Unlikely
33,336019,595952,2819424,11,1,Intermediate,Moderate
50,3802586,1325047,7230671,14,2,Beginner,Moderate
53,750501,1709588,8327707,10,0,Beginner,Moderate
64,1379128,6391761,47362159,1,0,Intermediate,Unlikely
22,392370,158014,1031669,17,0,Beginner,Moderate
63,398926,1492785,4694436,2,0,Intermediate,Unlikely
41,376623,653014,4696435,14,1,Intermediate,Unlikely
34,980985,1628863,6658437,1,0,Intermediate,Unlikely
54,2876258,11207214,74336134,11,1,Advanced,Unlikely
42,3273146,7032944,43024895,4,2,Advanced,Unlikely
68,300087,1506048,8552035,-3,1,Beginner,Unlikely
18,461777,110003,326667,4,0,Beginner,Unlikely
26,1258844,2137148,9802912,3,1,Intermediate,Unlikely
26,4273984,3596004,9059774,3,1,Intermediate,Moderate
47,3071251,3781043,27244781,1,1,Intermediate,Unlikely
66,1376069,4299350,16973865,-1,0,Intermediate,Unlikely
50,1100252,1909778,5687154,14,2,Advanced,Likely
66,4660020,22238210,41017056,-1,0,Intermediate,Unlikely
55,1185254,1108708,5617048,10,1,Beginner,Unlikely
57,648223,1779770,3536723,4,2,Intermediate,Unlikely
37,1430817,4190422,12705586,8,1,Advanced,Moderate
43,1399448,2628102,15199760,13,2,Intermediate,Unlikely
51,2672629,7089072,19644858,7,0,Beginner,Moderate
68,4686365,16403272,83059051,-3,2,Intermediate,Unlikely
39,592605,1834920,8934337,16,2,Advanced,Likely
50,1295793,4738025,26115478,2,3,Advanced,Unlikely
38,503201,238465,572207,6,4,Advanced,Moderate
47,1260831,1465628,11592763,14,2,Beginner,Unlikely
31,733917,1711135,2980999,12,0,Intermediate,Likely
68,2794590,8639445,58252222,-3,0,Advanced,Unlikely
66,407537,1887726,4041810,-1,2,Intermediate,Unlikely
51,1917570,7416134,24931836,11,1,Intermediate,Likely
58,660115,1457231,3137283,7,0,Advanced,Likely
65,4404555,14725562,79013432,0,1,Advanced,Unlikely
69,4331944,3679378,24109413,-4,0,Intermediate,Unlikely
46,464406,1289537,9463751,6,1,Advanced,Unlikely
27,4575800,3037541,14001795,1,3,Advanced,Unlikely
55,321717,402535,3214265,10,0,Intermediate,Unlikely
49,1136817,3602817,19054965,2,0,Advanced,Unlikely
46,1345058,3774719,11917127,12,0,Intermediate,Likely
33,1313610,2865883,17672424,18,1,Intermediate,Likely
64,1322986,1577303,3498537,1,1,Intermediate,Unlikely
43,3733849,11408182,27026467,14,1,Intermediate,Likely
68,1242474,2467683,12615470,-3,0,Intermediate,Unlikely
69,1472677,6002305,46720263,-4,2,Advanced,Unlikely
19,926940,1186775,4038854,5,0,Intermediate,Unlikely
32,4720807,8522498,57951322,20,0,Beginner,Likely
34,1243292,2547974,12590127,19,1,Beginner,Likely
28,422294,904780,3273321,4,3,Beginner,Unlikely
39,246617,424065,1622323,7,1,Beginner,Unlikely
47,1349953,3507618,12479219,2,1,Advanced,Unlikely
53,2997593,5149735,36549445,10,0,Intermediate,Unlikely
38,3882873,9666760,56823491,1,2,Advanced,Unlikely
19,1684403,478057,3650360,16,0,Intermediate,Likely
29,1125690,2425357,18941918,1,2,Beginner,Unlikely
55,952029,550300,3570638,10,0,Beginner,Unlikely
30,1146720,2076510,15794734,16,1,Beginner,Moderate
30,286038,458712,2945783,9,1,Beginner,Unlikely
29,607441,143054,913873,4,0,Intermediate,Unlikely
56,4485157,8668558,53548259,2,0,Intermediate,Unlikely
55,992457,2199285,9536076,10,0,Advanced,Moderate
61,525140,1974475,6282960,3,1,Advanced,Unlikely
42,1003560,2311426,6499036,8,2,Advanced,Moderate
25,434338,439289,745298,13,1,Intermediate,Likely
41,1021302,2100802,10483783,13,4,Beginner,Unlikely
40,1271819,1882659,12530160,6,0,Intermediate,Unlikely
20,1255693,156245,887448,14,0,Beginner,Moderate
50,1404690,5346373,15579375,10,0,Intermediate,Moderate
34,1388596,1743000,11024783,15,0,Beginner,Moderate
42,3519546,10950481,77270500,6,3,Intermediate,Unlikely
35,418476,972145,6798556,15,0,Intermediate,Moderate
67,254142,1240662,9063270,-2,1,Intermediate,Unlikely
55,1082902,851656,6490472,8,1,Beginner,Unlikely
27,3579280,810712,3872683,7,0,Intermediate,Moderate
38,244425,632783,4778707,1,2,Beginner,Unlikely
66,402824,757196,5633436,-1,1,Beginner,Unlikely
48,454045,1303441,2765860,16,1,Intermediate,Likely
45,1941396,6000718,38753691,8,3,Intermediate,Unlikely
29,1446732,1388212,6897142,15,2,Beginner,Likely
29,302903,644584,3183992,13,0,Intermediate,Moderate
49,1344613,1668938,8174155,3,0,Intermediate,Unlikely
69,443418,1562300,4599306,-4,1,Intermediate,Unlikely
41,923224,2827026,15184699,6,3,Beginner,Unlikely
42,1216977,635997,1096278,2,0,Beginner,Unlikely
23,532987,153715,711498,6,1,Intermediate,Moderate
30,604746,155749,905126,6,0,Intermediate,Moderate
61,3145320,6363062,11485516,4,0,Advanced,Moderate
18,1103536,139296,485934,16,0,Intermediate,Likely
54,1140106,661544,2983647,11,3,Advanced,Likely
23,970579,558460,3884797,10,1,Beginner,Moderate
64,614172,1690552,6192334,1,1,Intermediate,Unlikely
59,431912,439254,2909513,3,1,Advanced,Unlikely
38,4459240,8856157,67582202,14,1,Beginner,Unlikely
19,546918,562064,3635483,14,0,Beginner,Moderate
60,738609,1885260,10120558,5,1,Beginner,Unlikely
50,411129,993467,1608818,12,1,Intermediate,Likely
64,934803,2124644,16781514,1,0,Intermediate,Unlikely
50,1394396,5342700,11813790,3,3,Advanced,Unlikely
26,703678,1079432,3230763,19,0,Advanced,Likely
50,875388,2272396,13646204,4,1,Intermediate,Unlikely
48,801298,1750050,7685943,14,0,Advanced,Likely
45,732035,747825,5494463,17,0,Advanced,Likely
59,762185,2636658,11616375,2,1,Intermediate,Unlikely
39,4800835,4212698,24562662,3,1,Beginner,Unlikely
67,1354670,2991308,22823128,-2,1,Advanced,Unlikely
31,3069010,5174067,10692926,5,0,Intermediate,Likely
20,1041631,284228,1691781,2,1,Beginner,Unlikely
30,962200,1506205,3697268,1,1,Beginner,Unlikely
29,896448,944590,5446942,11,0,Advanced,Moderate
44,1174971,1787036,6088036,15,2,Beginner,Likely
32,457328,862396,2333014,10,1,Beginner,Moderate
56,200960,618729,2662797,9,2,Intermediate,Unlikely
21,3113174,4645304,11517806,14,0,Beginner,Likely
66,568534,2182850,15149746,-1,0,Advanced,Unlikely
33,4194188,6020293,33072856,14,2,Intermediate,Moderate
56,1874730,4960291,26375808,9,2,Advanced,Unlikely
60,663971,1788862,8701814,5,1,Intermediate,Unlikely
48,636361,2124828,12801375,9,1,Advanced,Unlikely
59,1336157,2321370,18109983,2,1,Intermediate,Unlikely
20,4743655,2504582,18126695,2,0,Beginner,Unlikely
35,813830,1913600,8802455,2,0,Intermediate,Unlikely
70,3542516,10651882,70219743,-5,0,Advanced,Unlikely
21,1334059,827467,3777955,6,0,Beginner,Moderate
36,1454900,1284546,9145222,19,3,Beginner,Likely
47,1226169,560190,3541524,18,2,Advanced,Likely
37,964012,1297283,4406225,10,0,Advanced,Likely
21,3164756,2445922,5051418,19,0,Intermediate,Likely
44,330615,471372,848969,9,2,Intermediate,Moderate
52,846916,2681601,18471869,13,1,Intermediate,Unlikely
28,1113369,2002861,11253371,4,1,Beginner,Unlikely
41,895259,2252059,11160058,5,0,Beginner,Unlikely
48,229887,681516,5186694,6,2,Beginner,Unlikely
63,2932808,9749891,64385922,2,2,Intermediate,Unlikely
50,4776323,14528562,67121286,12,1,Intermediate,Moderate
43,265105,737185,2508692,12,2,Beginner,Moderate
64,373548,200974,482979,1,2,Intermediate,Unlikely
44,1483333,2600061,5194264,4,0,Advanced,Moderate
60,4489078,8458295,21074058,5,0,Beginner,Unlikely
36,691117,1840397,4671410,2,2,Beginner,Unlikely
31,1054685,2246733,15587348,9,1,Intermediate,Unlikely
45,449648,1575722,9532137,18,0,Intermediate,Moderate
18,844118,1189255,8285952,10,1,Beginner,Unlikely
29,239592,82410,281377,1,0,Beginner,Unlikely
69,1132952,6163333,12762611,-4,0,Intermediate,Unlikely
53,728927,2584755,8612422,12,1,Intermediate,Moderate
45,262646,161159,1086148,14,1,Intermediate,Moderate
22,3959940,2787447,5369093,1,0,Beginner,Unlikely
65,3068841,3908450,16116902,0,0,Intermediate,Unlikely
55,657787,1123395,7416482,1,0,Intermediate,Unlikely
66,1132879,542828,3064368,-1,0,Intermediate,Unlikely
39,1339595,1894854,6100211,4,1,Intermediate,Unlikely
50,584597,417922,826569,15,1,Beginner,Likely
56,1083736,4240153,21466898,6,2,Intermediate,Unlikely
52,295187,498904,3592310,13,1,Intermediate,Unlikely
32,3429128,7514977,56121689,15,0,Beginner,Moderate
67,1443944,7264369,40522879,-2,2,Intermediate,Unlikely
28,714646,1166369,8178913,2,2,Intermediate,Unlikely
67,902956,1237762,9503907,-2,0,Advanced,Unlikely
42,261479,302129,1387753,20,1,Intermediate,Likely
19,743606,589259,1002948,11,0,Intermediate,Likely
59,1366953,5573430,39871679,6,0,Intermediate,Unlikely
32,422605,497942,2968288,20,3,Beginner,Moderate
70,1418531,2915080,23140711,-5,2,Intermediate,Unlikely
64,299868,1529404,11411219,1,1,Intermediate,Unlikely
34,1007604,1267094,7767407,1,0,Intermediate,Unlikely
60,1349360,6138688,13760341,5,2,Beginner,Unlikely
69,4572008,2102702,13365027,-4,0,Advanced,Unlikely
64,4619404,3441638,14166394,1,1,Intermediate,Unlikely
36,4516062,11525312,91561551,20,1,Intermediate,Likely
27,1432836,2645769,9215748,4,2,Beginner,Unlikely
50,4813877,2028804,11681558,8,0,Advanced,Likely
28,971308,402178,3071431,4,0,Beginner,Unlikely
52,1347799,3792268,18919506,10,2,Intermediate,Unlikely
43,290829,89000,409707,1,2,Beginner,Unlikely
21,303315,170391,1313594,3,0,Beginner,Unlikely
66,408097,1521945,7933449,-1,1,Beginner,Unlikely
59,2941787,9033163,24580106,6,0,Intermediate,Unlikely
58,717402,3093014,12356367,7,0,Intermediate,Unlikely
41,1025129,1982273,12174527,15,2,Advanced,Moderate
33,712602,1853770,6839148,9,3,Intermediate,Unlikely
23,1425492,271078,1822448,14,0,Beginner,Moderate
59,4629231,6060825,24977185,1,2,Beginner,Unlikely
63,465006,2200131,14007710,2,0,Advanced,Unlikely
57,1493789,1650019,6508308,8,2,Beginner,Unlikely
64,779034,1447780,9021408,1,0,Intermediate,Unlikely
29,1201741,492494,3316498,7,3,Intermediate,Unlikely
49,558562,1462342,11082344,8,2,Beginner,Unlikely
38,228817,478170,2398521,6,1,Advanced,Unlikely
61,864020,1508774,11267624,4,0,Advanced,Unlikely
55,3034451,6707915,30446497,10,2,Advanced,Moderate
45,268609,560333,3195164,16,1,Intermediate,Moderate
57,4633370,8813151,65692910,1,0,Beginner,Unlikely
42,521810,1616941,4772100,14,0,Intermediate,Likely
20,251461,90372,324818,18,0,Beginner,Moderate
43,356834,1174396,4001252,4,2,Advanced,Unlikely
18,4291148,4834206,9398424,16,0,Beginner,Likely
45,3227478,3757749,21737547,7,1,Intermediate,Unlikely
27,3802672,5714237,36503756,15,2,Intermediate,Moderate
67,819548,453682,1998324,-2,1,Advanced,Unlikely
31,1132309,2702475,21123666,13,1,Intermediate,Unlikely
62,421442,294354,805166,3,0,Intermediate,Unlikely
28,2661241,5451849,32603057,5,0,Beginner,Unlikely
38,1087353,2153356,3528240,5,1,Advanced,Likely
18,378624,95241,273539,4,1,Beginner,Moderate
35,778282,1884741,6110333,8,4,Intermediate,Unlikely
19,1401343,1101840,5307262,3,0,Beginner,Unlikely
37,1487425,857423,3630109,5,2,Intermediate,Unlikely
30,380026,319542,2126263,5,1,Beginner,Unlikely
49,551799,926797,3925829,3,1,Advanced,Unlikely
38,445888,841815,6331376,15,3,Intermediate,Unlikely
50,842667,1986140,12234039,1,0,Advanced,Unlikely
67,3716527,13959857,69883997,-2,0,Beginner,Unlikely
52,4384720,14271058,78912761,13,0,Intermediate,Moderate
48,259317,770565,5612290,15,2,Advanced,Unlikely
38,4201435,5860345,23049354,13,2,Intermediate,Likely
22,1424055,1445143,8830457,20,0,Intermediate,Likely
43,487665,1622273,6773939,9,1,Beginner,Unlikely
57,1492233,957601,4730904,8,1,Advanced,Likely
62,978909,1322503,3309584,3,0,Intermediate,Unlikely
19,2169036,454886,1947580,16,0,Beginner,Likely
54,231534,666501,4268092,9,3,Intermediate,Unlikely
35,1560245,3039683,9214432,14,2,Advanced,Likely
36,1027665,2381931,8779189,1,2,Intermediate,Unlikely
40,433309,110396,854784,10,0,Intermediate,Moderate
46,1337763,3841774,13661141,12,2,Intermediate,Moderate
38,1286729,2601456,15019548,4,2,Advanced,Unlikely
54,278359,290499,555575,2,0,Advanced,Unlikely
31,245667,90222,532174,7,1,Intermediate,Unlikely
23,2030455,1130856,3413776,5,0,Beginner,Moderate
25,1460225,503068,1446386,8,2,Advanced,Likely
49,1039679,3122057,22791954,13,1,Advanced,Unlikely
52,1403612,3226038,9409943,11,0,Advanced,Likely
58,588474,1523388,9180212,3,1,Intermediate,Unlikely
60,776646,2626393,6828061,1,1,Advanced,Unlikely
19,1378941,985146,3171425,3,0,Intermediate,Unlikely
66,1149087,5356087,16676159,-1,0,Intermediate,Unlikely
53,4340981,14472278,71624456,7,2,Intermediate,Unlikely
29,3180698,2739576,8779095,6,3,Intermediate,Unlikely
42,1155248,1515714,7541343,10,0,Beginner,Moderate
25,479440,573598,4110502,10,1,Advanced,Unlikely
62,1283638,3778528,14970066,3,2,Advanced,Unlikely
31,3985705,9864326,43134780,16,1,Intermediate,Likely
70,817843,3699611,9529817,-5,2,Intermediate,Unlikely
68,1062880,1377711,2838343,-3,0,Intermediate,Unlikely
63,705783,1153740,9191223,2,1,Advanced,Unlikely
66,1163760,1833583,6409539,-1,0,Intermediate,Unlikely
25,1344710,2577094,14334940,7,1,Beginner,Unlikely
26,1114797,1704483,13313518,2,1,Intermediate,Unlikely
38,471037,424105,3091504,8,1,Intermediate,Unlikely
64,720921,810696,5819080,1,0,Advanced,Unlikely
48,699114,1321177,2140840,11,1,Intermediate,Likely
55,743361,3229534,24054409,5,0,Advanced,Unlikely
68,689491,415529,1250932,-3,0,Beginner,Unlikely
43,740221,293664,2221821,7,0,Advanced,Moderate
36,1037648,2118881,16733900,5,1,Advanced,Unlikely
43,846598,1843207,8066466,19,2,Advanced,Likely
42,1258981,2043960,7464469,7,1,Intermediate,Unlikely
46,552613,1034796,2363851,17,3,Intermediate,Likely
34,1396257,3642327,8929437,20,2,Intermediate,Likely
26,1047931,1050659,6149030,4,1,Beginner,Unlikely
26,871489,624758,4654578,18,1,Beginner,Likely
65,4012409,6635276,48592091,0,2,Intermediate,Unlikely
43,2898361,8538879,49002035,4,2,Beginner,Unlikely
55,339433,715993,3911333,10,1,Intermediate,Unlikely
24,769631,1245911,6878254,18,1,Beginner,Moderate
66,1562211,4719406,15235727,-1,0,Intermediate,Unlikely
58,850886,553841,861558,7,0,Beginner,Moderate
64,607819,323433,1632200,1,0,Advanced,Unlikely
60,880105,1334921,5183841,5,0,Advanced,Unlikely
40,472474,457120,2616310,4,2,Beginner,Unlikely
51,688453,236829,1851447,14,0,Intermediate,Moderate
58,231466,86882,317926,6,2,Beginner,Unlikely
43,966895,1941928,7931385,17,0,Advanced,Likely
31,3581567,8437584,43954642,18,3,Intermediate,Likely
29,372770,334412,1995248,17,1,Beginner,Moderate
31,4160798,7075590,42169004,14,1,Intermediate,Moderate
68,227177,632848,1101934,-3,0,Beginner,Unlikely
46,967350,433033,1996443,1,3,Beginner,Unlikely
29,1177703,1948378,11723099,6,2,Intermediate,Unlikely
25,347271,118891,406993,19,0,Intermediate,Likely
41,401765,337160,1184523,10,0,Advanced,Likely
34,1187655,2949096,12877875,10,3,Advanced,Unlikely
45,461828,1569912,4028902,10,0,Beginner,Likely
55,4777325,7683186,22771126,8,0,Intermediate,Likely
43,4599150,1198375,8382468,11,2,Beginner,Moderate
57,564646,340950,896814,8,2,Beginner,Moderate
58,515902,662947,4505648,7,0,Intermediate,Unlikely
64,423888,1950100,15069278,1,0,Intermediate,Unlikely
68,2989964,7852106,46111839,-3,1,Intermediate,Unlikely
70,568399,1795124,6670012,-5,1,Advanced,Unlikely
63,1047212,5071014,32965963,2,1,Beginner,Unlikely
19,698297,535082,3711453,15,0,Beginner,Moderate
30,1927793,2977847,20068166,2,1,Intermediate,Unlikely
59,4248694,19904861,100000000,6,1,Beginner,Unlikely
43,1214416,2003581,6196210,9,0,Intermediate,Moderate
35,4197309,4394934,31558199,9,2,Advanced,Unlikely
62,1151526,2791595,4871107,3,1,Beginner,Unlikely
54,375530,1071438,5226439,1,0,Beginner,Unlikely
29,1032068,558836,1192335,8,1,Intermediate,Likely
22,339290,184379,564569,19,0,Intermediate,Likely
48,334162,1194338,3833652,6,0,Intermediate,Unlikely
30,1073962,1656931,9036199,12,1,Intermediate,Moderate
18,1497539,1716176,9227158,12,2,Beginner,Moderate
53,2294958,6996979,40992954,12,0,Intermediate,Unlikely
26,374142,156972,757879,6,2,Intermediate,Unlikely
52,259160,382832,2087759,10,1,Intermediate,Unlikely
35,247457,203247,1512405,1,3,Intermediate,Unlikely
60,350791,799207,6030622,5,2,Intermediate,Unlikely
68,1803560,9429386,69254777,-3,1,Intermediate,Unlikely
32,4656888,11344784,24522249,18,1,Intermediate,Likely
60,642810,803563,5127946,5,0,Advanced,Unlikely
65,592328,963581,4593158,0,0,Intermediate,Unlikely
44,1341215,418063,1524651,2,2,Intermediate,Unlikely
32,503547,383878,1181063,14,0,Beginner,Likely
55,994031,677183,2102304,1,1,Intermediate,Unlikely
39,499127,873326,3921090,3,2,Intermediate,Unlikely
65,1476918,6908153,13338592,0,0,Intermediate,Unlikely
34,1282108,1336031,3415798,2,2,Intermediate,Unlikely
41,990490,636282,3943383,18,1,Beginner,Likely
37,3311276,5547583,18649720,8,1,Beginner,Moderate
56,334864,1453764,7449936,8,2,Advanced,Unlikely
38,304482,450698,1989018,12,1,Intermediate,Moderate
23,4230650,4522481,11849994,14,0,Beginner,Likely
62,1851456,4673178,31309308,3,0,Intermediate,Unlikely
69,819403,2363095,6105894,-4,2,Beginner,Unlikely
57,421222,292534,1732440,2,0,Advanced,Unlikely
70,975870,3283003,22685704,-5,0,Beginner,Unlikely
28,1099667,1837198,5362798,18,0,Advanced,Likely
22,430994,505620,1921091,16,1,Beginner,Likely
33,2731842,4658105,7089013,1,0,Intermediate,Unlikely
36,1267968,2342422,17377513,3,0,Intermediate,Unlikely
37,1119249,3074773,15539892,18,0,Advanced,Likely
34,1275185,2831101,17050248,12,0,Beginner,Unlikely
69,1274205,5488147,34525602,-4,0,Advanced,Unlikely
35,489776,1257809,10011536,11,3,Intermediate,Unlikely
31,1109456,2695239,4180033,11,1,Beginner,Likely
69,857551,3065497,14735579,-4,0,Intermediate,Unlikely
35,1141605,2540366,16202770,6,3,Advanced,Unlikely
24,1202487,945137,7337262,2,1,Intermediate,Unlikely
32,4454051,4325430,23711972,15,2,Beginner,Moderate
20,314571,133452,906721,15,0,Beginner,Likely
38,1492999,810968,2138489,19,1,Advanced,Likely
69,270632,1475663,3450226,-4,2,Intermediate,Unlikely
65,584908,1838866,11483211,0,0,Beginner,Unlikely
59,343751,560620,2772794,4,0,Advanced,Unlikely
38,726625,1572386,11959358,3,2,Advanced,Unlikely
41,526607,1241292,1982216,9,1,Advanced,Likely
20,486291,512342,1662184,10,0,Beginner,Moderate
35,3476064,2748502,8269403,1,0,Advanced,Unlikely
18,4290365,3418588,18955072,10,0,Beginner,Moderate
55,2564312,3600693,8374521,2,0,Intermediate,Unlikely
19,1304387,1871481,4111733,9,0,Beginner,Moderate
27,1056207,973389,4451379,13,2,Intermediate,Likely
65,487557,2184952,8846494,0,0,Advanced,Unlikely
35,452005,520297,1708772,5,1,Beginner,Unlikely
67,1217885,4698409,34330818,-2,2,Beginner,Unlikely
66,234402,601334,1566875,-1,1,Intermediate,Unlikely
20,1241473,966653,2239091,10,2,Beginner,Moderate
59,693942,2472727,9542898,2,1,Advanced,Unlikely
55,700709,2380971,11632636,6,0,Intermediate,Unlikely
47,894906,1125221,3482831,18,0,Intermediate,Likely
54,298760,699642,4716673,11,0,Advanced,Unlikely
24,1392045,1929578,11251315,1,0,Beginner,Unlikely
43,1031910,1194332,5789566,12,2,Intermediate,Moderate
38,668106,182375,816294,16,0,Beginner,Likely
61,555710,1252029,2628897,2,0,Intermediate,Unlikely
52,1102662,3825456,10747175,13,3,Intermediate,Likely
22,854095,1098868,8289060,13,0,Beginner,Unlikely
32,2770794,2390298,9384682,9,1,Beginner,Moderate
66,4618546,8138753,21313917,-1,0,Advanced,Unlikely
18,258505,76364,446312,6,0,Beginner,Unlikely
35,701610,646126,2529794,11,2,Advanced,Likely
55,939093,3335421,26436922,10,0,Intermediate,Unlikely
22,679762,285055,1785554,14,0,Beginner,Moderate
44,551678,809743,5364234,2,2,Beginner,Unlikely
22,445826,307617,1284413,9,0,Intermediate,Moderate
54,2286633,4532028,30243107,2,0,Intermediate,Unlikely
57,2322582,2189266,12655397,3,2,Beginner,Unlikely
46,736051,2613638,10297800,14,1,Intermediate,Moderate
42,1198878,3643178,10642092,5,3,Intermediate,Unlikely
65,1247767,3102371,15366809,0,0,Intermediate,Unlikely
31,752020,1807731,10531087,13,0,Intermediate,Unlikely
33,377464,525248,2940449,20,0,Beginner,Moderate
70,1431796,3782858,8633541,-5,0,Intermediate,Unlikely
54,629270,749969,2995541,11,2,Advanced,Likely
68,744493,1159452,6378194,-3,0,Beginner,Unlikely
30,2508405,599637,2710076,1,0,Advanced,Unlikely
37,229049,288206,1200466,3,2,Beginner,Unlikely
51,717932,1655294,12153465,14,0,Beginner,Unlikely
24,1697692,858227,5219531,6,0,Intermediate,Moderate
40,1362138,852348,3736290,1,2,Advanced,Unlikely
30,808996,934563,2316864,8,1,Intermediate,Moderate
34,2314907,5921875,15675505,8,0,Beginner,Moderate
44,831170,2552108,16039922,13,0,Beginner,Unlikely
64,4579271,11532787,34293958,1,0,Intermediate,Unlikely
67,780824,1703571,8494406,-2,0,Advanced,Unlikely
65,252374,483747,1504693,0,0,Advanced,Unlikely
35,623721,791071,1247024,16,0,Intermediate,Likely
59,765932,1939354,6313805,5,2,Intermediate,Unlikely
32,1111320,471736,2345686,16,0,Beginner,Likely
70,446988,209018,1390904,-5,0,Intermediate,Unlikely
35,452563,376957,1176023,3,2,Beginner,Unlikely
20,1831093,2363140,17812817,5,0,Beginner,Unlikely
24,239998,456615,2748039,10,0,Intermediate,Unlikely
